Gene	Chondrus_crispus	Gracilaria-caudata	Gracilaria-chilensis	Gracilaria-gracilis	Gracilaria-vermiculophylla
Gracilaria-chilensis$Gchil2594.t1	0	0	1	0	1
Gracilaria-chilensis$Gchil2386.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2621.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2435.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2553.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2553.t1	0	1	1	0	0
Gracilaria-chilensis$Gchil2553.t1	0	0	1	1	0
Gracilaria-chilensis$Gchil2553.t1	0	0	1	0	1
Gracilaria-chilensis$Gchil2506.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2569.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2569.t1	0	0	1	0	1
Gracilaria-chilensis$Gchil2569.t1	0	1	1	0	0
Gracilaria-chilensis$Gchil2678.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2480.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2585.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2356.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2486.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2421.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2530.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2567.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2567.t1	0	1	1	0	0
Gracilaria-chilensis$Gchil2567.t1	0	0	1	1	0
Gracilaria-chilensis$Gchil2567.t1	0	0	1	0	1
Gracilaria-chilensis$Gchil2518.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2518.t1	0	0	1	0	1
Gracilaria-chilensis$Gchil2518.t1	0	0	1	1	0
Gracilaria-chilensis$Gchil2518.t1	0	1	1	0	0
Gracilaria-chilensis$Gchil2398.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2646.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2666.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2432.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2488.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2650.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2477.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2436.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2371.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2371.t1	0	1	1	0	0
Gracilaria-chilensis$Gchil2371.t1	0	0	1	1	0
Gracilaria-chilensis$Gchil2371.t1	0	0	1	0	1
Gracilaria-chilensis$Gchil2611.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2611.t1	0	0	1	1	0
Gracilaria-chilensis$Gchil2611.t1	0	0	1	0	1
Gracilaria-chilensis$Gchil2657.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2657.t1	0	1	1	0	0
Gracilaria-chilensis$Gchil2657.t1	0	0	1	1	0
Gracilaria-chilensis$Gchil2657.t1	0	0	1	0	1
Gracilaria-chilensis$Gchil2388.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2641.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2385.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2578.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2578.t1	0	0	1	0	1
Gracilaria-chilensis$Gchil2578.t1	0	1	1	0	0
Gracilaria-chilensis$Gchil2578.t1	0	0	1	1	0
Gracilaria-chilensis$Gchil2519.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2540.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2508.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2630.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2404.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2364.t1	0	0	1	0	0
Gracilaria-chilensis$Gchil2364.t1	0	1	1	0	0
Gracilaria-chilensis$Gchil2364.t1	0	0	1	1	0
Gracilaria-chilensis$Gchil2364.t1	0	0	1	0	1
Gracilaria-gracilis$Ggra10248.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10247.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10221.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10305.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10305.t2	0	0	0	1	0
Gracilaria-gracilis$Ggra10339.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10284.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10207.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10356.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10348.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10233.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10323.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10299.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10245.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10245.t1	0	0	1	1	0
Gracilaria-gracilis$Ggra10245.t1	0	0	0	1	1
Gracilaria-gracilis$Ggra10183.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10249.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10249.t1	1	0	0	1	0
Gracilaria-gracilis$Ggra10249.t1	0	1	0	1	0
Gracilaria-gracilis$Ggra10249.t1	0	0	1	1	0
Gracilaria-gracilis$Ggra10249.t1	0	0	0	1	1
Gracilaria-gracilis$Ggra10210.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10344.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10181.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10253.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10253.t1	0	1	0	1	0
Gracilaria-gracilis$Ggra10253.t1	0	0	0	1	1
Gracilaria-gracilis$Ggra10253.t1	0	0	1	1	0
Gracilaria-gracilis$Ggra10212.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10177.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10304.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10243.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10266.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10347.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10347.t1	0	1	0	1	0
Gracilaria-gracilis$Ggra10321.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10237.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10341.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10317.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10286.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10349.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10194.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10223.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10302.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10302.t1	0	1	0	1	0
Gracilaria-gracilis$Ggra10283.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10204.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10209.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10203.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10287.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10296.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10225.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10293.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10270.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10277.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10277.t1	0	0	1	1	0
Gracilaria-gracilis$Ggra10277.t1	0	0	0	1	1
Gracilaria-gracilis$Ggra10215.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10255.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10255.t1	0	1	0	1	0
Gracilaria-gracilis$Ggra10255.t1	0	0	1	1	0
Gracilaria-gracilis$Ggra10328.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10241.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10355.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10315.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10315.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10236.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10261.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10261.t2	0	0	0	1	0
Gracilaria-gracilis$Ggra10327.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10195.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10191.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10309.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10309.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10309.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10340.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10325.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10267.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10316.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10345.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10178.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10300.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10285.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10282.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10332.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10198.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10318.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10336.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10336.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10265.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10220.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10220.t1	0	1	0	1	0
Gracilaria-gracilis$Ggra10235.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10314.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10314.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10329.t1	0	0	0	1	0
Gracilaria-gracilis$Ggra10254.t1	0	0	0	1	0
Gracilaria-vermiculophylla$Gvermi4494.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4494.t1	0	1	0	0	1
Gracilaria-vermiculophylla$Gvermi4494.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4494.t1	0	0	0	1	1
Gracilaria-vermiculophylla$Gvermi4423.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4450.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4462.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4248.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4075.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4221.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4441.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4280.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4280.t1	0	1	0	0	1
Gracilaria-vermiculophylla$Gvermi4280.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4280.t1	0	0	0	1	1
Gracilaria-vermiculophylla$Gvermi4506.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4241.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4428.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4170.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4357.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4439.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4117.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4131.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4255.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4186.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4121.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4339.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4339.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4339.t1	0	0	0	1	1
Gracilaria-vermiculophylla$Gvermi4399.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4399.t1	0	0	0	1	1
Gracilaria-vermiculophylla$Gvermi4399.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4263.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4263.t1	0	1	0	0	1
Gracilaria-vermiculophylla$Gvermi4263.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4263.t1	0	0	0	1	1
Gracilaria-vermiculophylla$Gvermi4417.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4338.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4367.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4346.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4090.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4090.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4090.t1	0	0	0	1	1
Gracilaria-vermiculophylla$Gvermi4090.t1	0	1	0	0	1
Gracilaria-vermiculophylla$Gvermi4127.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4304.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4146.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4440.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4085.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4085.t1	0	1	0	0	1
Gracilaria-vermiculophylla$Gvermi4085.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4464.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4464.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4492.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4258.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4258.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4162.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4096.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4101.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4101.t1	0	1	0	0	1
Gracilaria-vermiculophylla$Gvermi4101.t1	0	0	0	1	1
Gracilaria-vermiculophylla$Gvermi4233.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4480.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4480.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4468.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4103.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4425.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4128.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4136.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4413.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4419.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4352.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4143.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4231.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4196.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4360.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4361.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4361.t2	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4420.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4420.t1	0	1	0	0	1
Gracilaria-vermiculophylla$Gvermi4420.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4420.t1	0	0	0	1	1
Gracilaria-vermiculophylla$Gvermi4513.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4086.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4388.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4388.t1	0	1	0	0	1
Gracilaria-vermiculophylla$Gvermi4388.t1	0	0	0	1	1
Gracilaria-vermiculophylla$Gvermi4072.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4246.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4522.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4326.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4326.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4307.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4199.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4199.t1	0	1	0	0	1
Gracilaria-vermiculophylla$Gvermi4199.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4199.t1	0	0	0	1	1
Gracilaria-vermiculophylla$Gvermi4454.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4532.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4212.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4445.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4486.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4275.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4448.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4126.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4457.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4457.t1	0	1	0	0	1
Gracilaria-vermiculophylla$Gvermi4457.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4457.t1	0	0	0	1	1
Gracilaria-vermiculophylla$Gvermi4173.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4269.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4063.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4305.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4479.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4144.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4144.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4073.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4120.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4249.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4084.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4084.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4125.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4148.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4148.t1	0	1	0	0	1
Gracilaria-vermiculophylla$Gvermi4148.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4148.t1	0	0	0	1	1
Gracilaria-vermiculophylla$Gvermi4213.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4153.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4191.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4195.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4195.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4422.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4285.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4129.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4129.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4129.t1	0	1	0	0	1
Gracilaria-vermiculophylla$Gvermi4129.t1	0	0	0	1	1
Gracilaria-vermiculophylla$Gvermi4382.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4145.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4252.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4340.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4446.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4446.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4455.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4405.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4297.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4318.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4341.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4066.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4176.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4176.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4176.t2	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4070.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4097.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4409.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4409.t1	0	0	0	1	1
Gracilaria-vermiculophylla$Gvermi4268.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4488.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4168.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4168.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4168.t1	0	0	0	1	1
Gracilaria-vermiculophylla$Gvermi4528.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4178.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4287.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4287.t1	0	1	0	0	1
Gracilaria-vermiculophylla$Gvermi4287.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4287.t1	0	0	0	1	1
Gracilaria-vermiculophylla$Gvermi4426.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4093.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4083.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4204.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4204.t1	0	1	0	0	1
Gracilaria-vermiculophylla$Gvermi4204.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4204.t1	0	0	0	1	1
Gracilaria-vermiculophylla$Gvermi4245.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4245.t1	1	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4245.t1	0	1	0	0	1
Gracilaria-vermiculophylla$Gvermi4245.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4245.t1	0	0	0	1	1
Gracilaria-vermiculophylla$Gvermi4220.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4437.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4437.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4122.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4456.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4456.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4395.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4177.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4177.t1	0	1	0	0	1
Gracilaria-vermiculophylla$Gvermi4147.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4527.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4091.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4091.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4091.t1	0	0	0	1	1
Gracilaria-vermiculophylla$Gvermi4404.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4451.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4217.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4217.t2	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4350.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4503.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4230.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4359.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4359.t2	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4368.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4141.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4313.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4161.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4081.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4081.t1	0	1	0	0	1
Gracilaria-vermiculophylla$Gvermi4081.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4081.t1	0	0	0	1	1
Gracilaria-vermiculophylla$Gvermi4112.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4112.t1	0	1	0	0	1
Gracilaria-vermiculophylla$Gvermi4112.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4298.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4164.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4374.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4260.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4260.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4381.t2	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4381.t2	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4312.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4517.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4517.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4316.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4316.t2	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4408.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4349.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4433.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4412.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4412.t1	0	0	1	0	1
Gracilaria-vermiculophylla$Gvermi4185.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4065.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4065.t1	0	1	0	0	1
Gracilaria-vermiculophylla$Gvermi4376.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4429.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4364.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4497.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4334.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4415.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4277.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4478.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4373.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4389.t1	0	0	0	0	1
Gracilaria-vermiculophylla$Gvermi4362.t1	0	0	0	0	1
